id,title,journal,month,year
1401,A 1mm-thick miniatured mobile soft robot with mechanosensation and multimodal locomotion,IEEE RA-L,Apr,2020
1402,Sustainable manufacturing of sensors onto soft systems using self- coagulating conductive pickering emulsions,"Sci, Robot",Feb,2020
1403,Geometric confined pneumatic soft�rigid hybrid actuators,Soft Robotics,Feb,2020
1404,"Characterization, simulation and control of a soft helical pneumatic implantable robot for tissue regeneration",IEEE T-MRB,Feb,2020
1405,Additive manufacturing for self-healing soft robots,Soft Robotics,Mar,2020
1406,Inverse statics optimization for compound tensegrity robots,IEEE RA-L,Mar,2020
1407,Model-based pose control of inflatable eversion robot with variable stiffness,IEEE RA-L,Apr,2020
1408,"Soft, wireless periocular wearable electronics for real-time detection of eye vergence in a virtual reality toward mobile eye therapies","Sci Adv,",Mar,2020
1409,Vertical fibers in the suckerfish�s suction cup-like fin help it hitchhike,"Phys,org",Feb,2020
1410,One indestructible bug in a soft robotic body,ASME,Mar,2020
1411,"Engineers 3D print soft, rubbery brain implants",MIT News,Mar,2020
1412,Soft robot takes cues from a sea slug�s swimming stroke,Nature Research Highlight,Mar,2020
1413,Reality-assisted evolution of soft robots through large-scale physical experimentation: A review,"Artif, Life",Feb,2021
1414,Soft robotic modeling and control: Bringing together articulated soft robots and soft-bodied robots,"Int, J, Robot, Res,",Feb,2021
1415,A review on self-healing polymers for soft robotics,"Mater, Today",Mar,2021
1416,Closed-loop control of soft continuum manipulators under tip follower actuation,"Int, J, Robot, Res,",Mar,2021
1417,Collision resilient insect-scale soft-actuated aerial robots with high agility,"IEEE Trans, Robot,",Feb,2021
1418,A rhythmic activation mechanism for soft multi-legged robots,"J, Intell, Robot, Syst,",Mar,2021
1419,Self-propelled hydrogels that glide on water,"Sci, Robot",Apr,2021
1420,Soft magnetic skin for super-resolution tactile sensing with force self-decoupling,"Sci, Robot",Feb,2021
1421,"Design, modeling, and control of a 3D printed monolithic soft robotic finger with embedded pneumatic sensing chambers","IEEE ASME Trans, Mechatron,",Apr,2021
1422,Soft pumps for soft robots,"Sci, Robot",Feb,2021
1423,Electro-pneumatic pumps for soft robotics,"Sci, Robot",Feb,2021
1424,Customizing a self-healing soft pump for robot,"Nat, Commun",Apr,2021
1425,Somatosensory actuator based on stretchable conductive photothermally responsive hydrogel,"Sci, Robot",Apr,2021
1426,MAMMOBOT: A miniature steerable soft growing robot for early breast cancer detection,IEEE RA-L,Mar,2021
1427,A tapered soft robotic oropharyngeal swab for throat testing: A new way to collect sputa samples,"IEEE Robot, Autom, Mag,",Mar,2021
1428,Power-efficient adaptive behavior through a shape-changing elastic robot,"Adapt, Behav,",Mar,2021
1429,Tactile compensation for artificial whiskered sensor system under critical change in morphology,IEEE RA-L,Mar,2021
1430,High�load capacity origami transformable wheel,"Sci, Robot",Apr,2021
1431,"Robotic surfaces with reversible, spatiotemporal control for shape morphing and object manipulation","Sci, Robot",Apr,2021
1432,A sliding-rod variable-strain model for concentric tube robots,IEEE RA-L,Apr,2021
1433,This robot doesn�t need any electronics,ScienceDaily,Feb,2021
1434,Daily briefing: Soft swimming robot survives the Mariana Trench,Nature Briefing,Mar,2021
1435,Researchers� algorithm designs soft robots that sense,PlantEngineering,Mar,2021
1436,Flexible polymer transistors with high pressure sensitivity for application in electronic skin and health monitoring,"Nat Commun,",May,2013
1437,Dynamics of elastic interactions in soft and biological matter,"Phys, Rev, E",Apr,2013
1438,Spatial continuum models of rods undergoing large deformation and inflation,"IEEE Trans, in Robotics",Apr,2013
1439,Gravity-induced encapsulation of liquids by destabilization of granular rafts,"Nat Commun,",Apr,2013
1440,Curved pleat folding for smooth wrapping,"Proc, R, Soc, A",May,2013
1441,Benefit of pulsation in soft corals,PNAS,May,2013
